id,MonsoonIntensity,TopographyDrainage,RiverManagement,Deforestation,Urbanization,ClimateChange,DamsQuality,Siltation,AgriculturalPractices,Encroachments,IneffectiveDisasterPreparedness,DrainageSystems,CoastalVulnerability,Landslides,Watersheds,DeterioratingInfrastructure,PopulationScore,WetlandLoss,InadequatePlanning,PoliticalFactors,FloodProbability
3996,3,10,3,6,3,5,4,5,4,3,7,4,5,6,5,5,4,5,6,7,0.53
3997,2,6,2,3,6,2,3,3,3,5,5,5,4,7,7,8,6,3,7,5,0.435
3998,6,4,5,9,6,4,3,5,7,3,3,5,1,6,6,2,4,7,3,6,0.52
3999,5,9,6,5,7,5,3,4,5,5,7,6,10,5,6,4,4,7,5,3,0.575
4000,2,5,3,8,3,8,5,4,5,7,9,3,6,3,4,5,6,5,3,4,0.475
4001,6,7,7,3,2,6,4,7,5,6,4,6,5,11,5,7,5,7,1,6,0.56
4002,5,7,5,6,6,6,7,5,5,8,8,6,4,5,8,2,3,5,2,4,0.545
4003,7,8,5,3,8,5,5,3,7,4,9,2,6,4,6,4,6,3,5,1,0.54
4004,5,5,5,4,5,6,4,2,7,2,8,3,5,7,5,6,2,4,2,4,0.485
4005,4,9,5,5,7,5,5,4,5,5,4,4,3,6,4,3,2,9,8,4,0.54
4006,5,6,5,7,5,7,3,3,6,4,3,3,5,9,4,4,5,5,9,4,0.54
4007,5,5,5,6,5,5,8,6,4,6,7,5,3,6,6,9,5,8,3,2,0.565
4008,4,4,9,6,7,6,4,1,7,5,5,5,10,5,4,5,3,5,4,3,0.51
4009,4,6,6,5,6,11,8,4,3,7,6,8,6,5,3,2,7,6,4,10,0.6
4010,6,6,1,4,3,7,6,5,9,5,7,3,6,5,7,3,8,6,6,2,0.545
4011,8,5,3,3,5,6,8,4,6,9,3,2,5,5,7,7,5,7,4,5,0.545
4012,6,5,8,9,4,6,5,6,4,5,6,8,5,5,6,2,4,4,7,4,0.55
4013,6,9,4,5,5,4,7,5,4,5,3,4,9,5,5,6,5,2,5,7,0.535
4014,5,3,1,4,3,4,5,6,3,4,5,5,3,4,4,6,5,5,5,10,0.46
4015,5,5,4,7,5,5,2,10,4,5,7,3,4,1,4,3,3,4,4,7,0.51
4016,4,8,8,7,4,4,4,8,6,3,4,4,5,5,4,5,7,3,8,3,0.55
4017,2,1,5,5,12,4,5,2,3,7,7,7,5,5,8,4,0,1,5,4,0.445
4018,2,4,3,4,3,8,4,3,8,1,3,3,4,7,6,5,2,9,3,2,0.42
4019,4,4,2,8,4,3,3,5,4,8,7,8,3,1,6,5,4,5,8,6,0.49
4020,5,3,2,3,5,7,7,5,3,5,3,5,5,3,5,4,6,3,6,10,0.47
4021,2,5,5,7,9,6,6,12,4,4,5,6,8,6,9,5,2,3,3,3,0.575
4022,7,5,4,2,6,9,4,10,7,3,11,4,2,10,5,5,3,5,4,4,0.565
4023,6,7,4,6,5,7,3,6,8,4,4,6,4,4,7,5,6,8,6,4,0.58
4024,3,5,2,6,4,2,2,4,7,6,6,6,6,5,2,7,5,3,8,5,0.515
4025,5,5,3,7,6,2,6,6,7,7,8,5,3,4,7,4,3,4,8,5,0.545
4026,4,1,2,7,4,3,3,6,5,3,7,4,5,5,5,4,4,1,2,4,0.415
4027,6,6,3,3,3,2,7,6,3,4,7,6,8,2,4,2,4,6,6,4,0.47
4028,7,6,5,7,6,5,4,6,3,3,1,2,6,11,9,6,1,6,5,10,0.57
4029,5,7,7,8,9,4,5,9,6,2,5,6,3,6,6,4,4,3,7,6,0.565
4030,3,3,3,3,3,7,1,6,6,2,7,7,10,10,3,10,4,4,4,5,0.505
4031,3,6,11,6,7,6,3,6,7,0,5,7,5,7,4,4,6,5,5,3,0.545
4032,3,5,5,8,8,4,4,3,0,2,6,9,3,5,4,5,3,6,5,3,0.45
4033,2,4,5,5,5,10,5,3,2,8,4,7,5,4,4,5,3,8,4,5,0.485
4034,8,2,8,5,4,2,5,4,4,4,6,1,2,4,8,11,6,1,7,5,0.485
4035,5,5,5,5,6,4,5,5,4,5,6,7,5,3,6,3,5,6,8,5,0.525
4036,5,5,8,7,2,8,5,1,7,5,8,8,2,6,3,4,3,3,2,2,0.47
4037,5,4,5,6,8,9,2,4,7,3,7,4,9,4,5,5,11,5,5,2,0.58
4038,5,4,2,5,6,4,5,3,1,6,6,4,5,5,6,3,7,9,11,7,0.535
4039,2,2,5,8,6,3,5,5,6,5,5,8,3,5,4,8,4,4,5,3,0.465
4040,6,5,3,6,1,8,3,4,6,9,3,4,6,6,7,6,4,3,3,4,0.5
4041,10,5,8,7,7,6,6,7,5,3,4,3,6,2,3,5,7,4,4,6,0.565
4042,4,5,6,2,4,4,5,7,6,3,6,2,4,5,4,6,5,5,2,5,0.46
4043,4,6,1,7,7,8,3,1,4,11,4,5,2,5,5,5,1,6,5,5,0.47
4044,4,8,7,3,6,2,5,7,7,2,3,5,3,6,7,5,4,2,2,4,0.505
4045,4,6,5,5,5,5,6,5,3,2,5,7,4,10,5,5,3,3,7,6,0.54
4046,6,4,4,4,3,6,2,4,7,4,5,4,8,3,9,3,6,6,9,2,0.495
4047,8,7,5,6,6,5,4,5,4,8,6,4,5,4,3,5,8,4,4,4,0.545
4048,4,6,3,5,4,5,5,1,8,6,5,5,2,6,6,3,4,4,4,8,0.445
4049,5,3,5,5,10,3,7,7,3,7,11,5,5,8,3,6,8,2,3,3,0.55
4050,4,4,5,3,4,3,0,9,6,7,3,3,4,9,8,5,5,5,5,9,0.505
4051,5,4,3,3,3,3,7,2,2,2,8,5,3,5,2,6,5,3,4,3,0.38
4052,10,3,5,7,9,4,6,4,8,6,6,4,3,2,3,4,5,5,5,4,0.525
4053,7,6,4,7,5,6,8,8,3,6,4,2,7,4,5,5,2,7,6,2,0.525
4054,4,3,5,4,5,9,2,5,5,4,6,7,4,5,3,4,5,2,4,8,0.445
4055,4,6,4,3,3,3,7,3,8,6,4,3,5,6,3,2,6,7,5,4,0.47
4056,1,3,6,4,8,8,4,6,7,7,6,5,6,5,4,5,3,6,4,6,0.55
4057,5,6,8,6,4,9,7,5,6,8,5,3,3,3,4,7,4,6,3,7,0.58
4058,3,9,6,4,4,2,5,3,2,0,7,3,5,5,2,3,1,3,4,5,0.37
4059,4,9,5,6,6,6,4,8,4,5,7,6,6,9,3,6,5,4,5,5,0.595
4060,4,5,0,5,5,1,6,5,4,8,4,4,9,3,5,4,5,6,7,4,0.49
4061,4,10,7,6,6,15,3,4,3,4,4,7,5,4,0,8,3,5,7,3,0.545
4062,4,4,8,4,4,5,1,6,7,5,4,4,3,5,5,4,3,5,7,4,0.515
4063,6,5,6,6,5,2,5,3,6,7,3,0,9,6,5,3,5,7,5,3,0.485
4064,3,0,7,6,3,5,6,7,7,2,3,1,5,5,6,4,2,7,6,5,0.46
4065,5,5,5,10,4,3,9,6,3,4,4,4,6,8,3,5,6,6,9,2,0.545
4066,7,5,10,5,3,8,3,6,2,7,5,8,6,10,7,4,5,1,6,4,0.595
4067,7,3,7,4,5,8,6,7,7,5,8,3,4,4,5,3,5,7,0,6,0.52
4068,6,4,5,5,6,5,6,6,4,3,4,5,2,3,10,7,4,4,5,2,0.48
4069,5,6,3,2,5,10,6,4,5,4,6,4,4,6,3,5,6,8,3,2,0.465
4070,4,7,3,3,6,6,1,5,4,9,6,3,4,4,5,3,6,3,10,2,0.52
4071,2,5,7,4,3,4,4,7,4,5,7,5,5,4,8,3,2,6,6,5,0.48
4072,7,7,6,5,4,2,4,5,6,4,4,6,7,2,3,6,6,5,4,9,0.55
4073,6,5,3,5,6,3,4,6,5,5,1,3,5,4,3,10,5,7,4,2,0.515
4074,3,5,5,4,3,3,3,3,5,3,8,6,2,3,6,5,5,4,4,2,0.405
4075,5,6,3,5,9,2,5,5,3,2,3,9,2,2,2,6,4,3,7,5,0.425
4076,9,5,3,4,4,8,5,6,6,4,2,4,1,8,7,5,4,3,7,2,0.475
4077,2,6,3,4,8,5,4,5,8,6,3,9,2,3,1,1,1,9,6,6,0.47
4078,7,6,6,9,2,4,8,8,7,6,3,3,4,5,4,4,7,6,6,5,0.58
4079,3,3,3,4,6,13,6,5,3,6,0,7,6,10,7,7,7,4,2,4,0.555
4080,5,10,4,3,7,6,12,3,4,9,7,9,1,3,4,4,4,4,0,5,0.535
4081,6,5,5,8,7,5,4,2,3,5,7,6,4,3,5,5,5,5,7,3,0.495
4082,4,3,5,4,4,2,10,4,5,5,6,2,3,1,9,3,7,4,8,1,0.405
4083,3,2,10,7,8,5,7,7,8,7,3,6,4,4,8,7,5,5,4,6,0.61
4084,5,4,5,2,4,4,4,4,5,6,6,6,0,4,7,2,3,2,5,6,0.41
4085,3,3,7,3,3,1,5,5,10,5,8,6,5,3,6,6,6,3,10,8,0.545
4086,8,8,6,3,6,5,5,0,4,9,2,4,3,5,6,4,3,4,3,6,0.45
4087,5,6,9,3,6,4,3,6,7,3,6,5,5,4,6,5,3,11,2,5,0.585
4088,6,3,3,4,4,5,4,6,6,5,3,6,4,2,8,2,4,4,7,4,0.425
4089,4,3,3,6,2,7,4,4,3,4,6,0,6,3,2,7,0,3,6,4,0.37
4090,2,5,8,4,5,4,4,6,6,3,3,6,3,2,4,9,4,2,8,6,0.45
4091,6,9,6,5,5,5,4,3,7,6,4,8,3,2,5,3,7,4,5,6,0.55
4092,3,4,4,5,8,3,6,7,6,6,3,5,7,7,5,7,4,3,4,5,0.51
4093,3,4,8,5,3,3,3,7,4,6,7,2,5,2,7,6,5,7,5,7,0.54
4094,8,4,5,5,3,7,5,5,8,6,3,3,4,2,3,5,6,3,8,5,0.52
4095,4,5,5,2,2,6,4,7,6,10,4,7,6,8,3,6,1,2,3,5,0.48
4096,5,4,8,3,4,5,4,7,6,9,5,7,4,1,6,7,6,5,3,7,0.545
4097,10,6,8,3,4,3,9,3,5,4,6,7,7,4,4,5,5,4,2,3,0.55
4098,4,6,7,2,6,13,4,2,8,3,6,4,4,6,7,4,5,10,4,5,0.565
4099,4,5,5,6,3,3,4,6,10,4,7,5,4,7,7,3,8,5,0,7,0.525
4100,5,4,4,6,9,2,6,5,2,4,5,3,6,5,8,4,8,3,6,7,0.525
4101,7,7,4,4,4,3,6,4,4,7,2,4,4,2,5,8,8,6,4,4,0.475
4102,4,6,6,6,4,8,5,4,2,2,4,7,4,5,4,3,2,7,5,7,0.465
4103,3,2,9,5,3,4,5,4,3,7,5,4,5,5,6,5,5,2,4,4,0.435
4104,8,7,8,5,4,6,4,8,8,6,5,6,7,4,6,7,3,3,1,6,0.595
4105,8,4,2,5,5,4,3,5,6,7,6,3,3,7,3,5,4,3,8,4,0.47
4106,6,2,9,6,0,3,6,6,6,6,5,5,2,3,4,5,3,3,9,9,0.49
4107,5,3,7,7,1,6,6,7,7,3,2,2,4,1,4,6,10,5,4,4,0.455
4108,4,2,7,3,6,1,7,5,2,8,3,6,3,3,2,4,8,3,5,4,0.43
4109,2,5,1,7,6,2,8,6,6,3,8,8,6,4,6,5,3,5,7,7,0.53
4110,6,6,6,2,9,4,8,5,4,4,9,2,3,7,3,4,7,4,5,5,0.535
4111,4,5,3,9,2,4,2,6,5,2,4,4,6,6,8,6,4,4,8,0,0.455
4112,5,2,7,6,3,3,3,8,5,4,3,4,3,7,6,0,6,4,3,8,0.425
4113,6,3,5,3,7,6,5,4,3,5,7,4,6,3,3,4,4,5,3,11,0.465
4114,3,6,5,5,4,6,1,4,5,4,8,5,3,4,3,4,4,3,4,5,0.43
4115,9,8,6,5,3,4,6,3,10,4,4,6,6,6,10,7,5,3,5,3,0.615
4116,4,4,2,2,2,4,8,4,2,8,6,7,4,9,3,2,4,7,5,5,0.485
4117,5,4,5,5,3,4,3,9,5,5,5,4,5,3,6,3,2,6,7,5,0.49
4118,4,6,8,5,5,4,6,3,5,2,2,3,6,4,8,7,3,1,3,5,0.43
4119,9,7,4,4,4,5,6,4,5,4,3,3,3,9,5,3,4,8,8,1,0.5
4120,2,5,5,8,6,5,7,6,6,6,2,7,6,4,4,6,5,7,3,5,0.545
4121,7,6,3,4,4,5,8,2,5,6,5,5,4,7,3,4,3,9,4,6,0.555
4122,3,5,4,5,2,10,6,3,6,3,3,4,4,1,6,3,5,3,9,6,0.435
4123,9,7,4,5,5,4,4,8,3,5,7,4,5,9,6,5,5,6,7,6,0.58
4124,5,3,9,4,5,4,5,10,5,5,4,8,7,8,3,9,6,2,7,7,0.61
4125,2,6,5,3,2,5,4,6,5,1,3,5,11,5,2,4,2,3,6,5,0.4
4126,2,5,1,7,4,7,1,7,3,4,8,7,7,6,3,2,4,2,6,4,0.495
4127,6,7,5,4,5,4,4,9,8,4,5,3,4,7,5,6,4,6,5,8,0.58
4128,3,5,5,3,4,5,5,4,5,4,4,5,4,5,7,4,6,3,6,9,0.5
4129,1,4,3,8,2,2,7,4,7,4,7,5,3,4,8,4,6,7,8,4,0.49
4130,4,6,2,4,2,7,0,3,5,6,2,5,7,3,6,2,5,5,5,7,0.41
4131,7,6,6,4,3,6,3,5,3,3,3,3,10,4,0,4,5,10,8,7,0.505
4132,6,3,3,4,2,3,8,5,2,3,4,5,2,8,7,7,6,4,4,6,0.505
4133,5,7,7,5,5,7,4,5,7,3,3,7,5,10,3,3,5,4,5,9,0.565
4134,4,2,4,7,8,3,7,3,2,7,8,7,5,6,10,12,3,2,5,4,0.55
4135,3,2,3,7,5,5,2,6,3,3,5,3,7,3,6,4,3,3,9,6,0.43
4136,4,9,4,6,4,6,3,5,4,2,6,6,7,4,6,9,3,6,5,5,0.55
4137,7,3,5,5,8,5,5,3,4,4,5,5,5,3,4,5,3,6,6,3,0.49
4138,7,4,7,2,7,4,2,10,7,7,5,4,3,7,6,5,6,5,2,7,0.56
4139,2,6,5,6,4,3,5,5,6,2,9,5,4,7,3,5,8,6,4,5,0.54
4140,5,7,4,5,6,2,3,4,6,5,8,7,7,4,7,5,4,1,4,5,0.52
4141,2,5,0,5,4,4,11,7,5,4,7,5,4,4,3,5,7,2,3,3,0.495
4142,5,8,7,4,5,6,5,6,6,5,6,6,6,5,7,4,4,5,4,6,0.575
4143,4,5,2,4,2,9,6,2,2,5,4,6,8,4,5,3,4,5,5,9,0.47
4144,6,3,5,7,4,6,5,5,6,3,3,5,10,0,3,9,7,2,1,3,0.48
4145,2,7,3,6,7,2,4,11,1,2,5,5,2,4,5,3,5,4,4,8,0.45
4146,2,2,4,3,8,8,7,4,2,6,1,7,7,4,3,6,7,1,5,11,0.5
4147,3,7,7,2,8,1,6,5,4,6,6,7,2,4,2,10,2,3,5,8,0.475
4148,6,10,6,0,5,3,10,9,3,5,3,5,3,2,8,3,7,6,7,3,0.55
4149,4,4,6,4,6,3,8,4,3,3,8,3,4,7,7,3,4,4,3,5,0.48
4150,6,4,3,6,3,5,4,5,4,5,6,4,4,3,5,3,8,7,4,3,0.455
4151,1,6,7,6,6,2,6,3,3,7,3,5,7,2,3,2,4,10,4,6,0.46
4152,4,5,3,2,4,6,4,2,6,4,5,7,8,4,4,3,7,7,5,3,0.48
4153,5,4,5,3,5,4,6,9,5,5,2,5,6,5,8,4,6,2,2,5,0.5
4154,2,6,7,5,6,3,6,7,3,2,3,2,6,6,3,8,8,6,4,4,0.485
4155,4,4,11,1,5,5,7,5,4,4,5,6,5,4,9,4,5,2,5,6,0.54
4156,5,5,4,6,6,5,3,5,4,7,3,11,4,6,1,3,2,9,6,2,0.465
4157,3,4,7,3,5,2,6,4,7,1,2,5,7,6,5,7,2,5,4,6,0.47
4158,3,6,5,5,2,8,4,5,5,4,5,4,2,5,6,6,5,5,7,3,0.465
4159,5,1,5,3,1,4,7,9,5,3,4,8,3,4,6,7,4,11,5,2,0.485
4160,8,1,6,7,3,6,3,3,5,7,0,7,8,5,5,7,8,5,4,9,0.545
4161,6,7,5,5,9,4,5,2,3,5,8,5,5,5,5,6,3,3,4,4,0.495
4162,4,4,4,8,9,4,5,4,7,4,1,3,4,4,5,7,5,8,3,2,0.52
4163,9,9,2,6,6,5,4,7,2,3,7,3,5,2,3,6,6,4,8,3,0.495
4164,8,8,4,5,7,5,3,5,10,3,5,6,3,7,5,3,5,6,6,5,0.55
4165,4,4,4,5,4,7,4,8,5,4,2,4,6,6,5,6,6,3,7,6,0.515
4166,5,3,5,6,1,3,0,8,10,2,3,5,7,5,10,4,8,4,2,6,0.475
4167,5,4,1,5,1,3,6,5,7,5,0,0,7,3,3,5,4,4,5,7,0.415
4168,6,7,3,5,5,8,6,7,2,4,3,6,2,4,5,6,3,5,2,4,0.48
4169,3,8,10,6,3,10,5,2,5,2,3,6,4,4,4,4,4,5,6,4,0.52
4170,2,11,6,5,5,6,6,4,4,4,4,7,7,3,6,6,3,2,7,6,0.525
4171,5,5,4,5,6,3,7,3,3,4,6,3,6,4,9,7,4,7,4,4,0.495
4172,7,5,7,0,8,7,11,4,6,2,3,3,4,3,3,10,5,7,2,3,0.505
4173,2,3,3,2,8,6,5,2,9,2,5,2,4,5,8,6,3,9,3,5,0.485
4174,7,5,7,5,4,7,3,3,3,8,2,4,6,3,9,2,6,4,5,5,0.52
4175,6,5,6,4,4,6,4,6,3,6,7,2,6,5,7,2,6,2,4,8,0.495
4176,4,6,4,4,8,5,4,4,6,7,3,8,7,8,5,2,7,3,6,6,0.57
4177,2,3,8,5,4,5,4,5,6,10,5,7,7,5,5,3,9,6,2,6,0.54
4178,7,3,5,3,4,8,4,4,5,5,7,7,5,3,7,4,8,3,5,3,0.53
4179,5,9,3,7,8,1,3,6,5,6,6,8,5,5,5,6,4,2,6,4,0.585
4180,4,4,6,5,3,4,3,4,4,2,6,4,3,6,8,7,3,6,6,4,0.44
4181,3,6,2,6,4,4,6,3,5,3,4,4,3,7,3,4,5,6,9,5,0.44
4182,8,4,6,1,6,5,6,4,5,5,4,2,8,2,1,9,8,3,8,9,0.525
4183,4,7,6,3,7,8,2,6,4,3,5,8,3,6,4,6,7,6,6,6,0.57
4184,6,4,5,7,5,7,3,5,3,4,7,7,2,8,3,4,5,3,7,2,0.51
4185,3,5,2,5,1,2,6,2,5,6,6,7,6,5,2,6,11,1,1,7,0.44
4186,8,4,4,3,4,2,5,5,7,2,7,3,7,5,8,3,5,4,3,4,0.46
4187,6,1,8,3,7,6,5,8,4,5,6,3,5,5,2,5,6,4,3,4,0.465
4188,6,5,5,5,5,7,4,12,3,7,7,5,3,8,6,4,3,5,5,3,0.55
4189,6,6,6,2,4,6,7,7,3,5,6,3,2,4,4,4,1,5,4,4,0.45
4190,3,7,5,7,7,6,4,6,2,5,5,4,4,5,8,4,2,2,5,4,0.47
4191,8,8,1,1,9,4,9,6,5,6,5,2,3,5,6,3,4,7,3,3,0.53
4192,4,2,6,4,5,7,5,6,1,6,5,3,5,3,7,7,5,4,4,8,0.475
4193,3,4,0,7,3,4,8,6,6,2,5,3,5,3,7,2,9,3,4,5,0.45
4194,4,3,2,5,6,6,7,4,6,5,4,9,6,5,6,4,4,4,8,8,0.555
4195,4,6,4,4,3,6,4,3,7,6,6,8,4,7,4,4,6,3,4,5,0.485
4196,5,4,4,4,4,6,5,6,9,7,5,4,5,4,4,3,8,3,3,4,0.49
4197,3,4,5,2,6,5,7,4,5,3,1,2,0,9,6,4,5,9,9,3,0.45
4198,5,5,6,5,4,6,4,5,5,8,5,7,6,2,9,6,5,6,6,6,0.585
4199,6,6,7,8,5,4,3,5,11,7,6,4,5,5,6,3,7,10,4,4,0.605
4200,8,5,5,7,6,9,4,4,6,8,8,6,5,6,7,2,3,2,6,4,0.56
4201,4,3,5,5,4,4,3,7,5,5,3,9,7,4,6,4,6,3,3,6,0.5
4202,3,5,3,9,7,6,3,2,1,7,4,8,8,4,4,2,2,5,2,6,0.495
4203,2,6,2,8,4,4,7,5,6,8,4,4,8,4,6,4,3,5,6,7,0.52
4204,2,4,6,8,5,4,4,6,5,2,4,5,3,7,3,5,3,6,4,6,0.455
4205,5,5,5,4,6,8,3,6,3,1,3,4,8,8,7,5,4,8,5,7,0.53
4206,3,7,6,5,4,5,7,3,3,3,8,3,4,6,5,3,6,3,6,5,0.47
4207,2,2,8,5,3,6,8,2,5,7,3,15,6,8,3,3,11,3,6,5,0.565
4208,6,9,4,1,7,3,11,10,2,6,5,3,7,5,2,5,4,7,3,6,0.555
4209,3,7,4,6,5,4,2,4,7,3,8,5,5,8,3,5,6,9,7,7,0.565
4210,6,4,4,6,3,3,4,8,6,3,4,8,6,6,9,6,4,10,7,4,0.585
4211,5,5,4,2,5,3,8,5,6,6,5,4,5,4,7,5,6,3,5,5,0.485
4212,5,5,4,2,3,7,6,3,5,6,8,1,5,5,6,3,7,3,3,5,0.515
4213,3,6,4,7,4,7,8,5,6,4,3,4,4,3,3,3,4,11,5,2,0.48
4214,5,6,7,5,3,4,5,4,4,4,6,8,2,3,5,8,2,5,5,6,0.485
4215,6,2,3,5,8,3,3,7,5,4,5,2,8,6,2,6,2,4,9,6,0.5
4216,3,7,5,4,8,6,7,5,4,3,5,8,5,4,3,5,8,4,3,6,0.535
4217,2,6,11,3,1,5,3,1,7,6,3,8,6,6,2,4,7,6,6,4,0.5
4218,3,3,5,6,3,5,2,7,7,5,3,10,4,4,3,4,4,5,6,1,0.495
4219,7,6,2,4,4,4,3,4,3,4,6,6,7,5,2,6,4,7,3,1,0.42
4220,0,5,5,10,6,6,3,1,5,1,6,8,5,5,8,4,4,3,4,6,0.52
4221,6,5,6,9,5,5,4,1,6,4,4,6,5,7,6,9,6,7,5,7,0.575
4222,3,3,4,5,6,8,6,4,7,4,6,5,5,4,3,1,3,7,6,10,0.555
4223,7,5,3,1,4,8,7,5,6,4,4,7,4,5,5,4,9,3,3,3,0.51
4224,7,9,8,8,3,3,3,6,4,4,5,4,1,5,3,4,6,8,5,8,0.52
4225,5,3,6,4,3,6,9,4,4,5,6,8,2,5,4,5,7,8,6,4,0.525
4226,4,10,3,3,7,3,6,3,7,2,8,6,3,5,5,4,8,3,6,3,0.495
4227,4,7,5,6,5,8,5,2,9,2,5,3,3,9,4,9,4,6,7,1,0.52
4228,4,5,3,0,5,8,5,5,7,6,2,6,8,6,2,6,6,4,5,3,0.48
4229,4,6,3,2,5,5,1,6,3,6,2,6,5,4,9,3,10,4,4,2,0.46
4230,7,5,9,4,2,7,1,5,1,5,1,5,9,5,4,5,3,2,8,3,0.47
4231,3,2,1,7,4,6,7,5,1,7,7,2,4,3,6,4,5,8,7,7,0.5
4232,4,7,3,2,3,7,7,3,4,7,8,3,3,7,4,5,4,6,5,5,0.485
4233,9,9,2,3,5,5,9,12,3,5,6,6,10,0,6,5,9,4,2,3,0.575
4234,3,2,4,6,6,7,9,3,7,5,5,4,4,7,4,6,9,5,5,4,0.555
4235,3,8,3,6,3,4,5,4,5,5,5,4,4,4,6,7,7,3,6,7,0.505
4236,5,5,11,5,3,4,5,8,9,4,3,6,5,2,3,2,3,2,4,2,0.405
4237,4,5,9,3,6,5,2,0,7,2,7,8,5,5,2,6,7,2,5,4,0.45
4238,4,6,5,6,10,2,6,7,5,4,6,7,8,4,6,5,2,5,5,4,0.545
4239,4,6,9,6,6,7,5,7,8,5,5,5,4,3,5,5,4,3,2,5,0.535
4240,8,7,4,2,1,6,2,4,8,5,4,8,3,4,7,2,6,4,7,6,0.5
4241,7,4,3,5,9,7,5,6,6,3,4,7,4,5,4,3,4,6,3,2,0.485
4242,3,5,7,4,5,7,4,3,9,7,7,3,6,4,5,4,5,7,3,4,0.51
4243,6,3,1,3,4,7,3,3,1,5,2,8,3,7,2,7,4,7,7,5,0.42
4244,4,5,5,7,5,4,6,6,5,5,6,4,6,10,4,4,3,8,4,6,0.54
4245,5,4,6,6,6,5,4,4,3,5,4,4,4,5,8,3,5,4,7,5,0.475
4246,2,5,4,3,8,3,3,4,7,4,6,3,6,4,5,5,9,4,6,6,0.485
4247,6,8,4,3,10,4,8,4,3,5,8,1,4,4,6,3,2,11,9,2,0.545
4248,3,6,3,6,5,6,5,5,6,3,9,2,4,3,4,6,8,2,5,5,0.465
4249,3,5,6,5,4,4,6,4,2,6,3,4,4,5,3,6,3,6,7,8,0.45
4250,3,3,6,2,6,5,2,3,4,4,3,5,5,8,4,3,9,5,5,6,0.495
4251,6,6,5,5,3,4,10,6,3,2,7,3,6,4,4,4,3,6,2,5,0.45
4252,5,4,8,4,7,6,3,6,6,6,6,1,6,4,6,6,6,1,3,4,0.53
4253,4,5,4,8,7,3,5,4,4,6,5,4,4,6,8,3,2,7,4,4,0.465
4254,7,5,8,5,4,5,3,4,3,5,9,5,6,5,3,4,3,4,4,5,0.51
4255,5,4,9,3,5,4,8,5,5,7,5,4,4,6,4,5,4,3,7,9,0.555
4256,4,7,5,6,3,7,8,4,6,2,4,5,4,5,5,5,6,1,5,7,0.52
4257,5,5,6,6,3,4,7,7,5,5,8,4,5,9,2,6,7,8,7,7,0.59
4258,6,3,3,7,7,6,4,3,6,7,8,6,6,2,4,3,4,6,5,1,0.465
4259,3,4,3,4,6,6,6,7,7,5,6,4,5,8,2,6,4,1,5,6,0.5
4260,4,5,5,6,5,4,3,3,4,7,6,7,5,3,11,1,8,11,5,2,0.53
4261,9,4,5,8,7,2,5,6,2,3,4,7,6,5,4,5,3,6,5,9,0.53
4262,2,10,2,7,2,4,8,4,3,5,2,5,8,1,3,3,11,9,5,3,0.5
4263,2,2,5,6,2,6,4,4,0,7,3,6,2,5,10,3,3,4,8,4,0.42
4264,5,6,7,5,7,3,4,7,4,2,7,10,4,4,6,8,6,4,7,7,0.575
4265,5,4,8,12,2,3,4,2,2,4,3,11,6,1,6,7,5,2,8,3,0.49
4266,4,3,3,7,5,7,6,7,3,2,7,4,4,3,5,8,9,8,1,5,0.505
4267,2,6,2,3,4,2,4,5,2,2,4,7,5,4,2,8,3,2,5,7,0.39
4268,8,6,3,2,3,3,9,4,5,4,5,4,5,3,6,5,5,4,3,3,0.46
4269,7,5,5,6,4,3,2,3,6,3,1,5,2,5,5,6,3,12,4,8,0.515
4270,7,8,3,7,4,3,3,4,2,4,5,7,4,4,5,5,1,4,9,3,0.47
4271,4,8,5,2,6,6,4,8,4,5,3,6,3,6,3,4,4,4,1,4,0.46
4272,9,4,2,5,6,3,0,4,5,6,5,2,5,2,5,4,5,5,5,7,0.425
4273,5,8,4,6,2,5,4,3,3,9,6,10,3,1,3,5,6,5,5,4,0.49
4274,11,4,7,5,7,10,3,8,1,3,9,5,1,4,2,2,6,6,7,8,0.55
4275,4,3,5,1,3,3,3,8,6,3,8,6,7,9,9,6,7,6,5,5,0.56
4276,4,7,4,6,6,7,4,2,6,5,5,3,8,4,5,7,7,4,5,10,0.55
4277,5,7,3,6,5,6,8,5,3,4,2,5,2,9,5,5,3,5,8,4,0.515
4278,3,3,5,5,2,6,5,8,5,4,5,8,3,6,4,2,8,4,6,2,0.45
4279,5,4,4,10,4,1,8,6,5,2,9,5,6,6,2,1,4,8,2,6,0.49
4280,4,5,6,7,2,4,5,8,6,6,6,8,5,7,4,6,6,5,6,3,0.565
4281,3,7,4,5,5,3,7,4,4,5,8,8,5,5,8,3,5,4,4,4,0.505
4282,3,4,5,7,4,6,3,3,3,3,3,7,5,4,4,4,2,5,4,8,0.43
4283,5,5,2,5,5,8,6,6,5,5,2,3,3,6,2,4,3,7,5,4,0.485
4284,4,8,5,6,3,6,8,5,3,6,4,7,6,3,4,7,7,5,8,6,0.575
4285,4,7,4,6,4,3,2,3,8,3,2,3,4,6,2,8,4,7,7,5,0.47
4286,1,8,5,4,3,5,5,5,6,5,5,5,4,7,9,3,2,3,9,3,0.475
4287,4,5,4,3,4,4,4,6,3,2,2,4,4,6,4,8,5,5,6,3,0.41
4288,1,7,3,6,4,8,7,3,8,4,3,2,3,8,8,7,3,8,6,6,0.535
4289,5,4,3,9,3,5,9,5,5,3,6,5,5,8,7,5,2,4,4,4,0.53
